indicator_code,indicator_label,spatial_level,region_or_country,year,numeric_value,value,ci_low,ci_high,disagg_dim1,disagg_dim1_code,source_file,TimeDimensionBegin,TimeDimensionEnd,Region name,Category
AMRGLASS_COORD02,Coordination — National AMR action plan implemented,REGION,WPR,2019,3.7037,4,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED02,AMRGLASS_COORD02,1/1/2019,12/31/2019,W. Pacific,Coordination
AMRGLASS_COORD02,Coordination — National AMR action plan implemented,REGION,WPR,2019,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED03,AMRGLASS_COORD02,1/1/2019,12/31/2019,W. Pacific,Coordination
AMRGLASS_COORD02,Coordination — National AMR action plan implemented,REGION,WPR,2019,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED04,AMRGLASS_COORD02,1/1/2019,12/31/2019,W. Pacific,Coordination
AMRGLASS_COORD02,Coordination — National AMR action plan implemented,REGION,WPR,2019,74.07407,74,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED05,AMRGLASS_COORD02,1/1/2019,12/31/2019,W. Pacific,Coordination
AMRGLASS_COORD02,Coordination — National AMR action plan implemented,REGION,WPR,2020,25.92593,26,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED01,AMRGLASS_COORD02,1/1/2020,12/31/2020,W. Pacific,Coordination
AMRGLASS_COORD02,Coordination — National AMR action plan implemented,REGION,WPR,2020,7.40741,7,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED02,AMRGLASS_COORD02,1/1/2020,12/31/2020,W. Pacific,Coordination
AMRGLASS_COORD02,Coordination — National AMR action plan implemented,REGION,WPR,2020,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED03,AMRGLASS_COORD02,1/1/2020,12/31/2020,W. Pacific,Coordination
AMRGLASS_COORD02,Coordination — National AMR action plan implemented,REGION,WPR,2020,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED04,AMRGLASS_COORD02,1/1/2020,12/31/2020,W. Pacific,Coordination
AMRGLASS_COORD02,Coordination — National AMR action plan implemented,REGION,WPR,2020,66.66667,67,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED05,AMRGLASS_COORD02,1/1/2020,12/31/2020,W. Pacific,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AFR,2017,19.14894,19,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED01,AMRGLASS_COORD04,1/1/2017,12/31/2017,Africa,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AFR,2017,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED03,AMRGLASS_COORD04,1/1/2017,12/31/2017,Africa,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AFR,2017,2.12766,2,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED04,AMRGLASS_COORD04,1/1/2017,12/31/2017,Africa,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AFR,2017,78.7234,79,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED05,AMRGLASS_COORD04,1/1/2017,12/31/2017,Africa,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AFR,2018,29.78723,30,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED01,AMRGLASS_COORD04,1/1/2018,12/31/2018,Africa,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AFR,2018,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED03,AMRGLASS_COORD04,1/1/2018,12/31/2018,Africa,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AFR,2018,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED04,AMRGLASS_COORD04,1/1/2018,12/31/2018,Africa,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AFR,2018,70.21277,70,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED05,AMRGLASS_COORD04,1/1/2018,12/31/2018,Africa,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AFR,2019,31.91489,32,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED01,AMRGLASS_COORD04,1/1/2019,12/31/2019,Africa,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AFR,2019,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED03,AMRGLASS_COORD04,1/1/2019,12/31/2019,Africa,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AFR,2019,8.51064,9,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED04,AMRGLASS_COORD04,1/1/2019,12/31/2019,Africa,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AFR,2019,59.57447,60,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED05,AMRGLASS_COORD04,1/1/2019,12/31/2019,Africa,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AFR,2020,31.91489,32,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED01,AMRGLASS_COORD04,1/1/2020,12/31/2020,Africa,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AFR,2020,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED03,AMRGLASS_COORD04,1/1/2020,12/31/2020,Africa,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AFR,2020,17.02128,17,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED04,AMRGLASS_COORD04,1/1/2020,12/31/2020,Africa,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AFR,2020,51.06383,51,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED05,AMRGLASS_COORD04,1/1/2020,12/31/2020,Africa,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AMR,2017,5.71429,6,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED01,AMRGLASS_COORD04,1/1/2017,12/31/2017,Americas,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AMR,2017,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED03,AMRGLASS_COORD04,1/1/2017,12/31/2017,Americas,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AMR,2017,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED04,AMRGLASS_COORD04,1/1/2017,12/31/2017,Americas,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AMR,2017,94.28571,94,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED05,AMRGLASS_COORD04,1/1/2017,12/31/2017,Americas,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AMR,2018,8.57143,9,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED01,AMRGLASS_COORD04,1/1/2018,12/31/2018,Americas,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AMR,2018,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED03,AMRGLASS_COORD04,1/1/2018,12/31/2018,Americas,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AMR,2018,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED04,AMRGLASS_COORD04,1/1/2018,12/31/2018,Americas,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AMR,2018,91.42857,91,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED05,AMRGLASS_COORD04,1/1/2018,12/31/2018,Americas,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AMR,2019,11.42857,11,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED01,AMRGLASS_COORD04,1/1/2019,12/31/2019,Americas,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AMR,2019,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED03,AMRGLASS_COORD04,1/1/2019,12/31/2019,Americas,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AMR,2019,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED04,AMRGLASS_COORD04,1/1/2019,12/31/2019,Americas,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AMR,2019,88.57143,89,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED05,AMRGLASS_COORD04,1/1/2019,12/31/2019,Americas,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AMR,2020,17.14286,17,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED01,AMRGLASS_COORD04,1/1/2020,12/31/2020,Americas,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AMR,2020,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED03,AMRGLASS_COORD04,1/1/2020,12/31/2020,Americas,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AMR,2020,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED04,AMRGLASS_COORD04,1/1/2020,12/31/2020,Americas,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,AMR,2020,82.85714,83,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED05,AMRGLASS_COORD04,1/1/2020,12/31/2020,Americas,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EMR,2017,31.81818,32,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED01,AMRGLASS_COORD04,1/1/2017,12/31/2017,E. Mediterranean,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EMR,2017,9.09091,9,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED03,AMRGLASS_COORD04,1/1/2017,12/31/2017,E. Mediterranean,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EMR,2017,4.54545,5,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED04,AMRGLASS_COORD04,1/1/2017,12/31/2017,E. Mediterranean,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EMR,2017,54.54545,55,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED05,AMRGLASS_COORD04,1/1/2017,12/31/2017,E. Mediterranean,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EMR,2018,54.54545,55,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED01,AMRGLASS_COORD04,1/1/2018,12/31/2018,E. Mediterranean,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EMR,2018,9.09091,9,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED03,AMRGLASS_COORD04,1/1/2018,12/31/2018,E. Mediterranean,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EMR,2018,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED04,AMRGLASS_COORD04,1/1/2018,12/31/2018,E. Mediterranean,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EMR,2018,36.36364,36,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED05,AMRGLASS_COORD04,1/1/2018,12/31/2018,E. Mediterranean,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EMR,2019,59.09091,59,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED01,AMRGLASS_COORD04,1/1/2019,12/31/2019,E. Mediterranean,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EMR,2019,13.63636,14,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED03,AMRGLASS_COORD04,1/1/2019,12/31/2019,E. Mediterranean,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EMR,2019,4.54545,5,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED04,AMRGLASS_COORD04,1/1/2019,12/31/2019,E. Mediterranean,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EMR,2019,22.72727,23,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED05,AMRGLASS_COORD04,1/1/2019,12/31/2019,E. Mediterranean,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EMR,2020,68.18182,68,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED01,AMRGLASS_COORD04,1/1/2020,12/31/2020,E. Mediterranean,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EMR,2020,4.54545,5,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED03,AMRGLASS_COORD04,1/1/2020,12/31/2020,E. Mediterranean,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EMR,2020,18.18182,18,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED04,AMRGLASS_COORD04,1/1/2020,12/31/2020,E. Mediterranean,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EMR,2020,9.09091,9,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED05,AMRGLASS_COORD04,1/1/2020,12/31/2020,E. Mediterranean,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EUR,2017,27.77778,28,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED01,AMRGLASS_COORD04,1/1/2017,12/31/2017,Europe,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EUR,2017,3.7037,4,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED03,AMRGLASS_COORD04,1/1/2017,12/31/2017,Europe,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EUR,2017,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED04,AMRGLASS_COORD04,1/1/2017,12/31/2017,Europe,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EUR,2017,68.51852,69,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED05,AMRGLASS_COORD04,1/1/2017,12/31/2017,Europe,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EUR,2018,35.18519,35,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED01,AMRGLASS_COORD04,1/1/2018,12/31/2018,Europe,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EUR,2018,5.55556,6,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED03,AMRGLASS_COORD04,1/1/2018,12/31/2018,Europe,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EUR,2018,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED04,AMRGLASS_COORD04,1/1/2018,12/31/2018,Europe,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EUR,2018,59.25926,59,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED05,AMRGLASS_COORD04,1/1/2018,12/31/2018,Europe,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EUR,2019,40.74074,41,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED01,AMRGLASS_COORD04,1/1/2019,12/31/2019,Europe,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EUR,2019,5.55556,6,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED03,AMRGLASS_COORD04,1/1/2019,12/31/2019,Europe,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EUR,2019,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED04,AMRGLASS_COORD04,1/1/2019,12/31/2019,Europe,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EUR,2019,53.7037,54,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED05,AMRGLASS_COORD04,1/1/2019,12/31/2019,Europe,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EUR,2020,38.88889,39,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED01,AMRGLASS_COORD04,1/1/2020,12/31/2020,Europe,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EUR,2020,3.7037,4,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED03,AMRGLASS_COORD04,1/1/2020,12/31/2020,Europe,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EUR,2020,3.7037,4,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED04,AMRGLASS_COORD04,1/1/2020,12/31/2020,Europe,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,EUR,2020,53.7037,54,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED05,AMRGLASS_COORD04,1/1/2020,12/31/2020,Europe,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,SEAR,2017,9.09091,9,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED01,AMRGLASS_COORD04,1/1/2017,12/31/2017,SE Asia,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,SEAR,2017,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED03,AMRGLASS_COORD04,1/1/2017,12/31/2017,SE Asia,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,SEAR,2017,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED04,AMRGLASS_COORD04,1/1/2017,12/31/2017,SE Asia,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,SEAR,2017,90.90909,91,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED05,AMRGLASS_COORD04,1/1/2017,12/31/2017,SE Asia,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,SEAR,2018,72.72727,73,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED01,AMRGLASS_COORD04,1/1/2018,12/31/2018,SE Asia,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,SEAR,2018,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED03,AMRGLASS_COORD04,1/1/2018,12/31/2018,SE Asia,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,SEAR,2018,9.09091,9,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED04,AMRGLASS_COORD04,1/1/2018,12/31/2018,SE Asia,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,SEAR,2018,18.18182,18,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED05,AMRGLASS_COORD04,1/1/2018,12/31/2018,SE Asia,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,SEAR,2019,90.90909,91,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED01,AMRGLASS_COORD04,1/1/2019,12/31/2019,SE Asia,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,SEAR,2019,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED03,AMRGLASS_COORD04,1/1/2019,12/31/2019,SE Asia,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,SEAR,2019,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED04,AMRGLASS_COORD04,1/1/2019,12/31/2019,SE Asia,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,SEAR,2019,9.09091,9,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED05,AMRGLASS_COORD04,1/1/2019,12/31/2019,SE Asia,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,SEAR,2020,81.81818,82,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED01,AMRGLASS_COORD04,1/1/2020,12/31/2020,SE Asia,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,SEAR,2020,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED03,AMRGLASS_COORD04,1/1/2020,12/31/2020,SE Asia,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,SEAR,2020,18.18182,18,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED04,AMRGLASS_COORD04,1/1/2020,12/31/2020,SE Asia,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,SEAR,2020,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED05,AMRGLASS_COORD04,1/1/2020,12/31/2020,SE Asia,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,WPR,2017,14.81481,15,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED01,AMRGLASS_COORD04,1/1/2017,12/31/2017,W. Pacific,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,WPR,2017,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED03,AMRGLASS_COORD04,1/1/2017,12/31/2017,W. Pacific,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,WPR,2017,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED04,AMRGLASS_COORD04,1/1/2017,12/31/2017,W. Pacific,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,WPR,2017,85.18519,85,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED05,AMRGLASS_COORD04,1/1/2017,12/31/2017,W. Pacific,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,WPR,2018,22.22222,22,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED01,AMRGLASS_COORD04,1/1/2018,12/31/2018,W. Pacific,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,WPR,2018,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED03,AMRGLASS_COORD04,1/1/2018,12/31/2018,W. Pacific,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,WPR,2018,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED04,AMRGLASS_COORD04,1/1/2018,12/31/2018,W. Pacific,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,WPR,2018,77.77778,78,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED05,AMRGLASS_COORD04,1/1/2018,12/31/2018,W. Pacific,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,WPR,2019,22.22222,22,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED01,AMRGLASS_COORD04,1/1/2019,12/31/2019,W. Pacific,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,WPR,2019,3.7037,4,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED03,AMRGLASS_COORD04,1/1/2019,12/31/2019,W. Pacific,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,WPR,2019,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED04,AMRGLASS_COORD04,1/1/2019,12/31/2019,W. Pacific,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,WPR,2019,74.07407,74,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED05,AMRGLASS_COORD04,1/1/2019,12/31/2019,W. Pacific,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,WPR,2020,33.33333,33,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED01,AMRGLASS_COORD04,1/1/2020,12/31/2020,W. Pacific,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,WPR,2020,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED03,AMRGLASS_COORD04,1/1/2020,12/31/2020,W. Pacific,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,WPR,2020,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED04,AMRGLASS_COORD04,1/1/2020,12/31/2020,W. Pacific,Coordination
AMRGLASS_COORD04,Coordination — Multisectoral committee for AMR exists,REGION,WPR,2020,66.66667,67,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED05,AMRGLASS_COORD04,1/1/2020,12/31/2020,W. Pacific,Coordination
AMRGLASS_QA01,Lab Quality — % labs with external quality assurance,REGION,AFR,2017,17.02128,17,,,AMRGLASSCATEGORY,AMRGLASS_ISITPROVIDED01,AMRGLASS_QA01,1/1/2017,12/31/2017,Africa,Lab Quality
AMRGLASS_QA01,Lab Quality — % labs with external quality assurance,REGION,AFR,2017,2.12766,2,,,AMRGLASSCATEGORY,AMRGLASS_ISITPROVIDED02,AMRGLASS_QA01,1/1/2017,12/31/2017,Africa,Lab Quality
AMRGLASS_QA01,Lab Quality — % labs with external quality assurance,REGION,AFR,2017,2.12766,2,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED04,AMRGLASS_QA01,1/1/2017,12/31/2017,Africa,Lab Quality
AMRGLASS_QA01,Lab Quality — % labs with external quality assurance,REGION,AFR,2017,78.7234,79,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED05,AMRGLASS_QA01,1/1/2017,12/31/2017,Africa,Lab Quality
AMRGLASS_QA01,Lab Quality — % labs with external quality assurance,REGION,AFR,2018,29.78723,30,,,AMRGLASSCATEGORY,AMRGLASS_ISITPROVIDED01,AMRGLASS_QA01,1/1/2018,12/31/2018,Africa,Lab Quality
AMRGLASS_QA01,Lab Quality — % labs with external quality assurance,REGION,AFR,2018,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITPROVIDED02,AMRGLASS_QA01,1/1/2018,12/31/2018,Africa,Lab Quality
AMRGLASS_QA01,Lab Quality — % labs with external quality assurance,REGION,AFR,2018,0,0,,,AMRGLASSCATEGORY,AMRGLASS_ISITESTABLISHED04,AMRGLASS_QA01,1/1/2018,12/31/2018,Africa,Lab Quality
